Aero Cobra (Russia)>Aero Cobra (Russia)>>Other - NR (Not Rated)
Aids (Russia)>Aids (Russia)>>Other - NR (Not Rated)
Aids 2 (Russia)>Aids 2 (Russia)>>Other - NR (Not Rated)
Air Balloon (Russia)>Air Balloon (Russia)>>Other - NR (Not Rated)
Alibaba and the 40 thieves (Russia)>Alibaba and the 40 thieves (Russia)>>Other - NR (Not Rated)
Almaz (Russia)>Almaz (Russia)>>Other - NR (Not Rated)
Ancient Legend (Russia)>Ancient Legend (Russia)>>Other - NR (Not Rated)
Arcanoid (Russia)>Arcanoid (Russia)>>Other - NR (Not Rated)
Arctic (Russia)>Arctic (Russia)>>Other - NR (Not Rated)
Ball (Russia)>Ball (Russia)>>Other - NR (Not Rated)
Barman (Russia)>Barman (Russia)>>Other - NR (Not Rated)
Battle (Russia)>Battle (Russia)>>Other - NR (Not Rated)
Bomberman (MSX) (Russia)>Bomberman (MSX) (Russia)>>Other - NR (Not Rated)
Cannon Ball (Russia)>Cannon Ball (Russia)>>Other - NR (Not Rated)
Catacomb (Russia)>Catacomb (Russia)>>Other - NR (Not Rated)
Cave (Russia)>Cave (Russia)>>Other - NR (Not Rated)
Cheese (Russia)>Cheese (Russia)>>Other - NR (Not Rated)
Chess (Russia)>Chess (Russia)>>Other - NR (Not Rated)
Chess for all (Russia)>Chess for all (Russia)>>Other - NR (Not Rated)
Chess for Beginners (Russia)>Chess for Beginners (Russia)>>Other - NR (Not Rated)
Citty Atack (Russia)>Citty Atack (Russia)>>Other - NR (Not Rated)
Color Ball (MSX) (Russia)>Color Ball (MSX) (Russia)>>Other - NR (Not Rated)
Colored Lines (Russia)>Colored Lines (Russia)>>Other - NR (Not Rated)
Columns (Russia)>Columns (Russia)>>Other - NR (Not Rated)
Continental Circus (Russia)>Continental Circus (Russia)>>Other - NR (Not Rated)
Cookie (Russia)>Cookie (Russia)>>Other - NR (Not Rated)
Corn (Russia)>Corn (Russia)>>Other - NR (Not Rated)
