Adventures of Lolo (Europe)>Adventures of Lolo (Europe)>1995>Other - NR (Not Rated)>Nintendo>>Puzzle
Aladdin (USA)>Aladdin (USA)>1995>Other - NR (Not Rated)>Virgin Interactive>>Platform
Alleyway (World)>Alleyway (World)>1989>Other - NR (Not Rated)>Nintendo>>Action
Animaniacs (USA)>Animaniacs (USA)>1995>Other - NR (Not Rated)>Konami>>Platform
Arcade Classic No. 1 - Asteroids & Missile Command (USA, Europe)>Arcade Classic No. 1 - Asteroids & Missile Command (USA, Europe)>1995>Other - NR (Not Rated)>Nintendo>>Shoot-'Em-Up
Arcade Classic No. 2 - Centipede & Millipede (USA, Europe)>Arcade Classic No. 2 - Centipede & Millipede (USA, Europe)>1995>Other - NR (Not Rated)>Nintendo>>Shooter
Arcade Classic No. 3 - Galaga & Galaxian (USA)>Arcade Classic No. 3 - Galaga & Galaxian (USA)>1995>Other - NR (Not Rated)>Nintendo>>Shoot-'Em-Up
Arcade Classic No. 4 - Defender & Joust (USA, Europe)>Arcade Classic No. 4 - Defender & Joust (USA, Europe)>1995>Other - NR (Not Rated)>Nintendo>>Shoot-'Em-Up
Arcade Classics - Battlezone & Super Breakout (USA, Europe)>Arcade Classics - Battlezone & Super Breakout (USA, Europe)>1996>Other - NR (Not Rated)>Nintendo>>Action
Azure Dreams (USA)>Azure Dreams (USA)>2000>Other - NR (Not Rated)>Konami>>Role-Playing
Baseball (World)>Baseball (World)>1989>Other - NR (Not Rated)>Nintendo>>Sports/Baseball
Battle Arena Toshinden (USA)>Battle Arena Toshinden (USA)>1996>Other - NR (Not Rated)>Takara>>Fighter
Blaster Master - Enemy Below (USA, Europe)>Blaster Master - Enemy Below (USA, Europe)>2000>Other - NR (Not Rated)>SunSoft>>Platform
Bomberman GB (USA, Europe)>Bomberman GB (USA, Europe)>1998>Other - NR (Not Rated)>Nintendo>>Action
Bonk's Revenge (USA)>Bonk\'s Revenge (USA)>1994>Other - NR (Not Rated)>Hudson>>Platform
Brain Drain (USA)>Brain Drain (USA)>1998>Other - NR (Not Rated)>Acclaim>>Action
Bubble Bobble (USA, Europe)>Bubble Bobble (USA, Europe)>1991>Other - NR (Not Rated)>Taito Corporation>>Platform
Castlevania Legends (USA, Europe)>Castlevania Legends (USA, Europe)>1998>Other - NR (Not Rated)>Konami>>Platform
Centipede (USA, Europe)>Centipede (USA, Europe)>1992>Other - NR (Not Rated)>Accolade>>Shooter
