15 Puzzle (19xx)(Nissie)>15 Puzzle>19xx>Other - NR (Not Rated)>Nissie>>Puzzle
Aliens (1999)(SCEI)(JP)[Pocket MuuMuu]>Aliens>1999>Other - NR (Not Rated)>SCEI>>Action
Ana-Digi Clock (19xx)(Mets)>Ana-Digi Clock>19xx>Other - NR (Not Rated)>Mets>>Utility
Apple v0.2 (19xx)(Kami)>Apple v0.2>19xx>Other - NR (Not Rated)>Kami>>Action
Astro Fighter (1999)(SCEI)(JP)[Pocket MuuMuu]>Astro Fighter>1999>Other - NR (Not Rated)>SCEI>>Shooter
Beat Timer v0.02 (19xx)(-)>Beat Timer v0.02>19xx>Other - NR (Not Rated)>Unknown>>Utility
Black Jack (1999)(SCEI)(JP)[Pocket MuuMuu]>Black Jack>1999>Other - NR (Not Rated)>SCEI>>Casino
Block Out 1 (1999)(SCEI)(JP)[Pocket MuuMuu]>Block Out 1>1999>Other - NR (Not Rated)>SCEI>>Breakout
Block Out 2 (1999)(SCEI)(JP)[Pocket MuuMuu]>Block Out 2>1999>Other - NR (Not Rated)>SCEI>>Breakout
Block Out 3 (1999)(SCEI)(JP)[Pocket MuuMuu]>Block Out 3>1999>Other - NR (Not Rated)>SCEI>>Breakout
Brightis (1999)(SCEI)(JP)[Brightis]>Brightis>1999>Other - NR (Not Rated)>SCEI>>Miscellaneous
Calculator (1999)(SCEI)(JP)[Pocket MuuMuu]>Calculator>1999>Other - NR (Not Rated)>SCEI>>Utility
Cars (1999)(SCEI)(JP)[Pocket MuuMuu]>Cars>1999>Other - NR (Not Rated)>SCEI>>Driving
Chaku v0.02t (19xx)(-)>Chaku v0.02t>19xx>Other - NR (Not Rated)>Unknown>>Miscellaneous
Chivas 1-2-3 (1999)(Jaleco)[SeaBass 1-2-3]>Chivas 1-2-3>1999>Other - NR (Not Rated)>Jaleco>>Miscellaneous
Chocobo Stallion (1999)(Square)[Chocobo Stallion]>Chocobo Stallion>1999>Other - NR (Not Rated)>Square>>Miscellaneous
Chocobo World (1999)(Square)[Final Fantasy 8]>Chocobo World>1999>Other - NR (Not Rated)>Square>>Role-Playing
Chocobo World Enhanced (1999)(Square)[Final Fantasy 8]>Chocobo World Enhanced>1999>Other - NR (Not Rated)>Square>>Role-Playing
