rom>title>year>rating>publisher>developer>genre>score>players>description>
17 Bit - Collection for Amiga CDTV (1993)(Almathera)(Disc 1 of 2)[!]>17 Bit - Collection for Amiga CDTV (1993)(Almathera)(Disc 1 of 2)[!]>>Other - NR (Not Rated)>>>>>>>
17 Bit - Collection for Amiga CDTV (1993)(Almathera)(Disc 2 of 2)[!][H-1530]>17 Bit - Collection for Amiga CDTV (1993)(Almathera)(Disc 2 of 2)[!][H-1530]>>Other - NR (Not Rated)>>>>>>>
17 Bit - Collection for Amiga CDTV (1993)(Almathera)(Disc 2 of 2)[G-9256]>17 Bit - Collection for Amiga CDTV (1993)(Almathera)(Disc 2 of 2)[G-9256]>>Other - NR (Not Rated)>>>>>>>
17 Bit - The Continuation Disc (1993)(Almathera)[!][I-0363]>17 Bit - The Continuation Disc (1993)(Almathera)[!][I-0363]>>Other - NR (Not Rated)>>>>>>>
17 Bit - The Continuation Disc (1993)(Almathera)[H-7603]>17 Bit - The Continuation Disc (1993)(Almathera)[H-7603]>>Other - NR (Not Rated)>>>>>>>
A Bun for Barney (1991)(MultiMedia Corporation)[!]>A Bun for Barney (1991)(MultiMedia Corporation)[!]>>Other - NR (Not Rated)>>>>>>>
A Long Hard Day at the Ranch (1991)(Discis)(en-es)>A Long Hard Day at the Ranch (1991)(Discis)(en-es)>>Other - NR (Not Rated)>>>>>>>
Advanced Military Systems (1991)(Dominion Software & Design)[!]>Advanced Military Systems (1991)(Dominion Software & Design)[!]>>Other - NR (Not Rated)>>>>>>>
All Dogs Go To Heaven (1991)(Merit Software)[!]>All Dogs Go To Heaven (1991)(Merit Software)[!]>>Other - NR (Not Rated)>>>>>>>
American Heritage - Illustrated Encyclopedic Dictionary - 1991a Edition (1991)(Xiphias)[!]>American Heritage - Illustrated Encyclopedic Dictionary - 1991a Edition (1991)(Xiphias)[!]>>Other - NR (Not Rated)>>>>>>>
American Vista - The Multimedia U.S. Atlas (1991)(Applied Optical Media Corporation)[!][56588AOM 01]>American Vista - The Multimedia U.S. Atlas (1991)(Applied Optical Media Corporation)[!][56588AOM 01]>>Other - NR (Not Rated)>>>>>>>
American Vista - The Multimedia U.S. Atlas (1991)(Applied Optical Media Corporation)[56264AOM 02]>American Vista - The Multimedia U.S. Atlas (1991)(Applied Optical Media Corporation)[56264AOM 02]>>Other - NR (Not Rated)>>>>>>>
AMOS PD CD - The Official AMOS PD Library on CD (1994)(Weird Science)[!][Amiga-CD32-CDTV]>AMOS PD CD - The Official AMOS PD Library on CD (1994)(Weird Science)[!][Amiga-CD32-CDTV]>>Other - NR (Not Rated)>>>>>>>
Apprenez L'Anglais Avec Asterix - Asterix and Son - Disque 1 (1991)(EuroTalk)(FR)>Apprenez L'Anglais Avec Asterix - Asterix and Son - Disque 1 (1991)(EuroTalk)(FR)>>Other - NR (Not Rated)>>>>>>>
Barney Bear Goes Camping (1991)(Free Spirit Software)[!]>Barney Bear Goes Camping (1991)(Free Spirit Software)[!]>>Other - NR (Not Rated)>>>>>>>
Barney Bear Goes to School (1990)(Free Spirit Software)[!]>Barney Bear Goes to School (1990)(Free Spirit Software)[!]>>Other - NR (Not Rated)>>>>>>>
Battlestorm (1991)(Titus)[!]>Battlestorm (1991)(Titus)[!]>>Other - NR (Not Rated)>>>>>>>
Benvenuti CDTV Multimedia (1991)(Commodore)(IT)[!]>Benvenuti CDTV Multimedia (1991)(Commodore)(IT)[!]>>Other - NR (Not Rated)>>>>>>>
Black Viper (1996)(neo)[m DaNi][ISO]>Black Viper (1996)(neo)[m DaNi][ISO]>>Other - NR (Not Rated)>>>>>>>
Caplex - Multimedia Leksikon (1991)(J.W. Cappelens Forlag)(NO)>Caplex - Multimedia Leksikon (1991)(J.W. Cappelens Forlag)(NO)>>Other - NR (Not Rated)>>>>>>>
Case of the Cautious Condor, The (1990)(Tiger Media)[!]>Case of the Cautious Condor, The (1990)(Tiger Media)[!]>>Other - NR (Not Rated)>>>>>>>
CD Remix - The D.J. in a box (1991)(Microdeal)[!]>CD Remix - The D.J. in a box (1991)(Microdeal)[!]>>Other - NR (Not Rated)>>>>>>>
CD Remix Version II (1991)(Microdeal)[!]>CD Remix Version II (1991)(Microdeal)[!]>>Other - NR (Not Rated)>>>>>>>
CDPD 1 (1995)(Almathera)[!][compilation Ten On Ten]>CDPD 1 (1995)(Almathera)[!][compilation Ten On Ten]>>Other - NR (Not Rated)>>>>>>>
CDPD 2 (1995)(Almathera)[!][compilation Ten On Ten]>CDPD 2 (1995)(Almathera)[!][compilation Ten On Ten]>>Other - NR (Not Rated)>>>>>>>
CDPD II (1992)(Almathera)[!][Amiga-CDTV]>CDPD II (1992)(Almathera)[!][Amiga-CDTV]>>Other - NR (Not Rated)>>>>>>>
CDPD III - Amiga Public Domain Collection (1993)(Almathera)[!][Amiga-CDTV]>CDPD III - Amiga Public Domain Collection (1993)(Almathera)[!][Amiga-CDTV]>>Other - NR (Not Rated)>>>>>>>
CDPD Public Domain Collection for CDTV, The (1992)(Almathera)[!][Amiga-CDTV][CD ROM 3030]>CDPD Public Domain Collection for CDTV, The (1992)(Almathera)[!][Amiga-CDTV][CD ROM 3030]>>Other - NR (Not Rated)>>>>>>>
CDPD Public Domain Collection for CDTV, The (1992)(Almathera)[Amiga-CDTV][MULTI MEDIA MASTERS]>CDPD Public Domain Collection for CDTV, The (1992)(Almathera)[Amiga-CDTV][MULTI MEDIA MASTERS]>>Other - NR (Not Rated)>>>>>>>
CDTV Genlock Demo v1.0 (1991)(Commodore)>CDTV Genlock Demo v1.0 (1991)(Commodore)>>Other - NR (Not Rated)>>>>>>>
CDTV Interactive Point of Sale Compact Disc, The (1991)(Commodore)(US)>CDTV Interactive Point of Sale Compact Disc, The (1991)(Commodore)(US)>>Other - NR (Not Rated)>>>>>>>
CDTV Vol.1 (2001-12)(Spanish Company)(FW)[CloneCD]>CDTV Vol.1 (2001-12)(Spanish Company)(FW)[CloneCD]>>Other - NR (Not Rated)>>>>>>>
CDTV Vol.1 (2001-12)(Spanish Company)(FW)[ISO]>CDTV Vol.1 (2001-12)(Spanish Company)(FW)[ISO]>>Other - NR (Not Rated)>>>>>>>
Chaos in Andromeda - Eyes of the Eagle (1992)(On-line)[!][1122-094-0321]>Chaos in Andromeda - Eyes of the Eagle (1992)(On-line)[!][1122-094-0321]>>Other - NR (Not Rated)>>>>>>>
Cinderella - The Original Fairy Tale (1991)(Discis)(en-es)[CDRM-575000 3]>Cinderella - The Original Fairy Tale (1991)(Discis)(en-es)[CDRM-575000 3]>>Other - NR (Not Rated)>>>>>>>
Cinderella - The Original Fairy Tale (1992)(Discis)(M5)[!][CDRM-735100 1]>Cinderella - The Original Fairy Tale (1992)(Discis)(M5)[!][CDRM-735100 1]>>Other - NR (Not Rated)>>>>>>>
Classic Board Games (1991)(Merit Software)(M6)[!][compilation]>Classic Board Games (1991)(Merit Software)(M6)[!][compilation]>>Other - NR (Not Rated)>>>>>>>
Clipart & Fonts CD (1995)(Almathera)[!][compilation Ten On Ten]>Clipart & Fonts CD (1995)(Almathera)[!][compilation Ten On Ten]>>Other - NR (Not Rated)>>>>>>>
Commodore A570 Public-Domain-Kollektion auf CD-ROM (1992)(Commodore)(DE)[Amiga-CDTV]>Commodore A570 Public-Domain-Kollektion auf CD-ROM (1992)(Commodore)(DE)[Amiga-CDTV]>>Other - NR (Not Rated)>>>>>>>
Commodore Amiga CDTV, Amiga 600, Amiga 600HD Demo Disc (1992)(Commodore)>Commodore Amiga CDTV, Amiga 600, Amiga 600HD Demo Disc (1992)(Commodore)>>Other - NR (Not Rated)>>>>>>>
Commodore Amiga CDTV, Amiga 600, Amiga 600HD Demo Disc 2 (1992)(Commodore)[!]>Commodore Amiga CDTV, Amiga 600, Amiga 600HD Demo Disc 2 (1992)(Commodore)[!]>>Other - NR (Not Rated)>>>>>>>
Comms & Networking CD (1995)(Almathera)[!][compilation Ten On Ten]>Comms & Networking CD (1995)(Almathera)[!][compilation Ten On Ten]>>Other - NR (Not Rated)>>>>>>>
Connoisseur, The - Fine Art Collection (1992)(Lascelles Productions)[!]>Connoisseur, The - Fine Art Collection (1992)(Lascelles Productions)[!]>>Other - NR (Not Rated)>>>>>>>
Cubulus & Magic Serpent (1991)(Software 2000)(DE)(en)[!][compilation]>Cubulus & Magic Serpent (1991)(Software 2000)(DE)(en)[!][compilation]>>Other - NR (Not Rated)>>>>>>>
Curse of RA, The (1992)(Rainbow Arts)[!]>Curse of RA, The (1992)(Rainbow Arts)[!]>>Other - NR (Not Rated)>>>>>>>
Dark Seed v1.0 (1993)(Cyberdreams)(ES)[cr QTX][m DaNi][ISO]>Dark Seed v1.0 (1993)(Cyberdreams)(ES)[cr QTX][m DaNi][ISO]>>Other - NR (Not Rated)>>>>>>>
Defender of the Crown (1991)(CDTV Publishing)[!]>Defender of the Crown (1991)(CDTV Publishing)[!]>>Other - NR (Not Rated)>>>>>>>
DeLuxe Galaga v2.4 (1994)(Vigdal, Edgar M.)(SW)[m DaNi][ISO]>DeLuxe Galaga v2.4 (1994)(Vigdal, Edgar M.)(SW)[m DaNi][ISO]>>Other - NR (Not Rated)>>>>>>>
Demo 1 (1995)(Almathera)[!][compilation Ten On Ten]>Demo 1 (1995)(Almathera)[!][compilation Ten On Ten]>>Other - NR (Not Rated)>>>>>>>
Demo Collection for Amiga CDTV, The (1992)(Almathera)[!][Amiga-CDTV][H-2059]>Demo Collection for Amiga CDTV, The (1992)(Almathera)[!][Amiga-CDTV][H-2059]>>Other - NR (Not Rated)>>>>>>>
Demo Collection for Amiga CDTV, The (1992)(Almathera)[!][Amiga-CDTV][MULTIMEDIA MASTERS]>Demo Collection for Amiga CDTV, The (1992)(Almathera)[!][Amiga-CDTV][MULTIMEDIA MASTERS]>>Other - NR (Not Rated)>>>>>>>
Demo II - Amiga Public Domain Collection (1993)(Almathera)[!][Amiga-CD32-CDTV][80034 DEMO CD II CD TV 01]>Demo II - Amiga Public Domain Collection (1993)(Almathera)[!][Amiga-CD32-CDTV][80034 DEMO CD II CD TV 01]>>Other - NR (Not Rated)>>>>>>>
Demo II - Amiga Public Domain Collection (1993)(Almathera)[!][Amiga-CD32-CDTV][DEMO CD II CDTV 01]>Demo II - Amiga Public Domain Collection (1993)(Almathera)[!][Amiga-CD32-CDTV][DEMO CD II CDTV 01]>>Other - NR (Not Rated)>>>>>>>
Deutschland Kompakt (1991)(MSPI)(DE)[!]>Deutschland Kompakt (1991)(MSPI)(DE)[!]>>Other - NR (Not Rated)>>>>>>>
Dinosaurs for Hire (1992)(Wright Works III)>Dinosaurs for Hire (1992)(Wright Works III)>>Other - NR (Not Rated)>>>>>>>
Dr. Wellman - A Guide to Good Health for You & Your Family (1991)(CDTV Publishing)>Dr. Wellman - A Guide to Good Health for You & Your Family (1991)(CDTV Publishing)>>Other - NR (Not Rated)>>>>>>>
Dune (1992)(Virgin)[cr][m][ISO]>Dune (1992)(Virgin)[cr][m][ISO]>>Other - NR (Not Rated)>>>>>>>
Enciclopedia Italiana Grolier (1991)(Grolier Hachette International)(IT)[!]>Enciclopedia Italiana Grolier (1991)(Grolier Hachette International)(IT)[!]>>Other - NR (Not Rated)>>>>>>>
Fantastic Voyage (1992)(Centaur)>Fantastic Voyage (1992)(Centaur)>>Other - NR (Not Rated)>>>>>>>
Fractal Universe (1992)(Almathera)[!]>Fractal Universe (1992)(Almathera)[!]>>Other - NR (Not Rated)>>>>>>>
Fred Fish Collection on CD ROM, The - Volume 1.2 May 1991 (1991)(HyperMedia Concepts)[Amiga-CDTV]>Fred Fish Collection on CD ROM, The - Volume 1.2 May 1991 (1991)(HyperMedia Concepts)[Amiga-CDTV]>>Other - NR (Not Rated)>>>>>>>
Fred Fish Collection on CD ROM, The - Volume 1.3 September 1991 (1991)(HyperMedia Concepts)[Amiga-CDTV]>Fred Fish Collection on CD ROM, The - Volume 1.3 September 1991 (1991)(HyperMedia Concepts)[Amiga-CDTV]>>Other - NR (Not Rated)>>>>>>>
Fred Fish Collection on CD ROM, The - Volume 1.5 August 1992 (1992)(HyperMedia Concepts)[Amiga-CDTV]>Fred Fish Collection on CD ROM, The - Volume 1.5 August 1992 (1992)(HyperMedia Concepts)[Amiga-CDTV]>>Other - NR (Not Rated)>>>>>>>
Fred Fish Collection on CD ROM, The - Volume 1.6 February 1993 (1993)(HyperMedia Concepts)[!][Amiga-CDTV]>Fred Fish Collection on CD ROM, The - Volume 1.6 February 1993 (1993)(HyperMedia Concepts)[!][Amiga-CDTV]>>Other - NR (Not Rated)>>>>>>>
Fred Fish Collection on CD ROM, The - Volume 1.7 October 1993 (1993)(HyperMedia Concepts)[Amiga-CDTV]>Fred Fish Collection on CD ROM, The - Volume 1.7 October 1993 (1993)(HyperMedia Concepts)[Amiga-CDTV]>>Other - NR (Not Rated)>>>>>>>
Fred Fish Collection On-Line, The - Volume 1.4 Spring 1992 (1992)(HyperMedia Concepts)[Amiga-CDTV]>Fred Fish Collection On-Line, The - Volume 1.4 Spring 1992 (1992)(HyperMedia Concepts)[Amiga-CDTV]>>Other - NR (Not Rated)>>>>>>>
Fred Fish Collection On-Line, The - Volume 1.5 November 1992 (1992)(HyperMedia Concepts)[Amiga-CDTV]>Fred Fish Collection On-Line, The - Volume 1.5 November 1992 (1992)(HyperMedia Concepts)[Amiga-CDTV]>>Other - NR (Not Rated)>>>>>>>
Fun School 3 - for 5 to 7 year olds (1991)(Europress Software)[!]>Fun School 3 - for 5 to 7 year olds (1991)(Europress Software)[!]>>Other - NR (Not Rated)>>>>>>>
Fun School 3 - for the over 7s (1991)(Europress Software)>Fun School 3 - for the over 7s (1991)(Europress Software)>>Other - NR (Not Rated)>>>>>>>
Fun School 3 - for the under 5s (1991)(Database Educational Software)[!]>Fun School 3 - for the under 5s (1991)(Database Educational Software)[!]>>Other - NR (Not Rated)>>>>>>>
Garden Fax - Fruits, Vegetables & Herbs (1991)(CDTV Publishing)[!]>Garden Fax - Fruits, Vegetables & Herbs (1991)(CDTV Publishing)[!]>>Other - NR (Not Rated)>>>>>>>
Garden Fax - Indoor Plants (1991)(CDTV Publishing)[!]>Garden Fax - Indoor Plants (1991)(CDTV Publishing)[!]>>Other - NR (Not Rated)>>>>>>>
Garden Fax - Trees, Shrubs, Roses & Conifers (1991)(CDTV Publishing)[!]>Garden Fax - Trees, Shrubs, Roses & Conifers (1991)(CDTV Publishing)[!]>>Other - NR (Not Rated)>>>>>>>
Global Chaos (1992)(Hex)[!]>Global Chaos (1992)(Hex)[!]>>Other - NR (Not Rated)>>>>>>>
Guinness CDTV Disc of Records, The - 1991 Edition (1991)(CDTV Publishing)[!]>Guinness CDTV Disc of Records, The - 1991 Edition (1991)(CDTV Publishing)[!]>>Other - NR (Not Rated)>>>>>>>
Guy Spy and the Crystals of Armageddon v1.0 (1992)(ReadySoft)[!][CDTV-PC]>Guy Spy and the Crystals of Armageddon v1.0 (1992)(ReadySoft)[!][CDTV-PC]>>Other - NR (Not Rated)>>>>>>>
Heather Hits Her First Home Run (1991)(Discis)(en-es)[!]>Heather Hits Her First Home Run (1991)(Discis)(en-es)[!]>>Other - NR (Not Rated)>>>>>>>
Heroic Age of Spaceflight - NASA... The 25th Year (1991)(Troika Multimedia)[!]>Heroic Age of Spaceflight - NASA... The 25th Year (1991)(Troika Multimedia)[!]>>Other - NR (Not Rated)>>>>>>>
Historyline 1914-1918 (1993)(Blue Byte)(DE)[m Haflinger][ISO]>Historyline 1914-1918 (1993)(Blue Byte)(DE)[m Haflinger][ISO]>>Other - NR (Not Rated)>>>>>>>
Hound of the Baskervilles, The (1991)(On-line)[!]>Hound of the Baskervilles, The (1991)(On-line)[!]>>Other - NR (Not Rated)>>>>>>>
Human Body, The (1993)(Giunti Multimedia)(M5)>Human Body, The (1993)(Giunti Multimedia)(M5)>>Other - NR (Not Rated)>>>>>>>
Hutchinson Encyclopedia, The - PAL Version (1991)(Attica Cybernetics)(PAL)[!]>Hutchinson Encyclopedia, The - PAL Version (1991)(Attica Cybernetics)(PAL)[!]>>Other - NR (Not Rated)>>>>>>>
Illustrated Holy Bible, The (1991)(Animated Pixels)[!][CDTV-PC]>Illustrated Holy Bible, The (1991)(Animated Pixels)[!][CDTV-PC]>>Other - NR (Not Rated)>>>>>>>
Illustrated Works of Shakespeare, The (1990)(Animated Pixels)[!][CDTV-PC]>Illustrated Works of Shakespeare, The (1990)(Animated Pixels)[!][CDTV-PC]>>Other - NR (Not Rated)>>>>>>>
