Batman & Robin (USA)>Batman & Robin (USA)>1997>ESRB - T (Teen)>Acclaim>>Action
Centipede (USA)>Centipede (USA)>1999>ESRB - E (Everyone)>Hasbro-Tiger Electronics>>Shooter
Duke Nukem 3D (USA)>Duke Nukem 3D (USA)>1997>ESRB - M (Mature)>Tiger Electronics>>Action
Fighters Megamix (USA)>Fighters Megamix (USA)>1998>ESRB - T (Teen)>Sega>>Fighter
Frogger (USA)>Frogger (USA)>1999>ESRB - E (Everyone)>Hasbro-Tiger Electronics>>Action
Henry (USA)>Henry (USA)>1997>ESRB - E (Everyone)>Tiger Electronics>>Action
Indy 500 (USA)>Indy 500 (USA)>1997>ESRB - E (Everyone)>Tiger Electronics>>Driving
Jeopardy! (USA)>Jeopardy! (USA)>1997>ESRB - E (Everyone)>Tiger Electronics>>Quiz
Jurassic Park - The Lost World (USA)>Jurassic Park - The Lost World (USA)>1997>ESRB - T (Teen)>Tiger Electronics>>Action
Lights Out (USA)>Lights Out (USA)>1997>ESRB - E (Everyone)>Tiger Electronics>>Puzzle
Monopoly (USA)>Monopoly (USA)>1999>ESRB - E (Everyone)>Tiger Electronics>>Board Games
Mortal Kombat Trilogy (USA)>Mortal Kombat Trilogy (USA)>1997>ESRB - M (Mature)>Midway>>Fighter
Quiz Wiz - Cyber Trivia (USA)>Quiz Wiz - Cyber Trivia (USA)>1997>ESRB - E (Everyone)>Tiger Electronics>>Quiz
Resident Evil 2 (USA)>Resident Evil 2 (USA)>1998>ESRB - M (Mature)>Capcom>>Action
Scrabble (USA)>Scrabble (USA)>1999>ESRB - E (Everyone)>Hasbro-Tiger Electronics>>Board Games
Sonic Jam (USA)>Sonic Jam (USA)>1998>ESRB - E (Everyone)>Sega>>Platform
Tiger Casino (USA)>Tiger Casino (USA)>1998>ESRB - E (Everyone)>Tiger Electronics>>Casino
Wheel of Fortune (USA)>Wheel of Fortune (USA)>1997>ESRB - E (Everyone)>Tiger Electronics>>Puzzle
Wheel of Fortune 2 (USA)>Wheel of Fortune 2 (USA)>1998>ESRB - E (Everyone)>Tiger Electronics>>Puzzle
Williams Arcade Classics (USA)>Williams Arcade Classics (USA)>1997>ESRB - E (Everyone)>Tiger Electronics>>Miscellaneous
