38AmbushAlley>.38 Ambush Alley>1987>HSRS - PG (Parental Guidance)>Sourcing International Ltd.>>Gun
BlueThunder>Blue Thunder>1987>HSRS - PG (Parental Guidance)>Sourcing International Ltd.>>Gun
Hydrosub2021>Hydrosub: 2021>1987>HSRS - PG (Parental Guidance)>Sourcing International Ltd.>>Gun
SonicFury>Sonic Fury>1987>HSRS - PG (Parental Guidance)>Sourcing International Ltd.>>Gun
PopsGhostly>The Rescue of Pops Ghostly>1987>HSRS - PG (Parental Guidance)>Sourcing International Ltd.>>Shooter
