15 Puzzle (1991)(Sygnas)>15 Puzzle>1991>Other - NR (Not Rated)>Sygnas>>Puzzle
177 (1986) (Macadamia)>177>1986>Other - NR (Not Rated)>Macadamia>>Action
2096 AD (1991)(Home Data)(Craig)>2096 AD>1991>Other - NR (Not Rated)>Home Data>>Adventure
2096 AD (1991)(Home Data)(Disk 1 of 3)(Disk A)>2096 AD>1991>Other - NR (Not Rated)>Home Data>>Adventure
2096 AD (1991)(Home Data)(Disk 2 of 3)(Disk B)>2096 AD>1991>Other - NR (Not Rated)>Home Data>>Adventure
2096 AD (1991)(Home Data)(Disk 3 of 3)(Disk C)>2096 AD>1991>Other - NR (Not Rated)>Home Data>>Adventure
3 Danhenkei Meka Fuzzy (Craig)>3 Danhenkei Meka Fuzzy>1990>Other - NR (Not Rated)>Login>>Shoot-'Em-Up
3 Danhenkei Meka Fuzzy (Login) (Disk 1)>3 Danhenkei Meka Fuzzy>1990>Other - NR (Not Rated)>Login>>Shoot-'Em-Up
3 Danhenkei Meka Fuzzy (Login) (Disk 2)>3 Danhenkei Meka Fuzzy>1990>Other - NR (Not Rated)>Login>>Shoot-'Em-Up
3 Meekaa (1994)(Youkan Soft)>3 Meekaa>1994>Other - NR (Not Rated)>Youkan Soft>>Adventure
37 Degrees C Kai No Bouken (19xx)(68 Bank)>37 Degrees C Kai No Bouken>19xx>Other - NR (Not Rated)>68 Bank>>Action
38 Man Kilo No Kokuu (1989)(System Sacom)(Craig)>38 Man Kilo No Kokuu>1989>Other - NR (Not Rated)>System Sacom>>Adventure
38 Man Kilo No Kokuu (1989)(System Sacom)(Disk 1 of 4)>38 Man Kilo No Kokuu>1989>Other - NR (Not Rated)>System Sacom>>Adventure
38 Man Kilo No Kokuu (1989)(System Sacom)(Disk 2 of 4)>38 Man Kilo No Kokuu>1989>Other - NR (Not Rated)>System Sacom>>Adventure
38 Man Kilo No Kokuu (1989)(System Sacom)(Disk 3 of 4)>38 Man Kilo No Kokuu>1989>Other - NR (Not Rated)>System Sacom>>Adventure
38 Man Kilo No Kokuu (1989)(System Sacom)(Disk 4 of 4)>38 Man Kilo No Kokuu>1989>Other - NR (Not Rated)>System Sacom>>Adventure
4th Unit Act 2, The (1988)(Data West)(Disk 1 of 3)(Disk A)[a]>4th Unit Act 2, The>1988>Other - NR (Not Rated)>Data West>>Adventure
4th Unit Act 2, The (1988)(Data West)(Disk 2 of 3)(Disk B)>4th Unit Act 2, The>1988>Other - NR (Not Rated)>Data West>>Adventure
4th Unit Act 2, The (1988)(Data West)(Disk 3 of 3)(Disk C)>4th Unit Act 2, The>1988>Other - NR (Not Rated)>Data West>>Adventure
4th Unit Act 2, The (Data West) (Craig)>4th Unit Act 2, The>1988>Other - NR (Not Rated)>Data West>>Adventure
4th Unit Act 3 Dual Target, The (1989)(Data West)(Disk 1 of 3)(Disk A)>4th Unit Act 3 Dual Target, The>1989>Other - NR (Not Rated)>Data West>>Adventure
4th Unit Act 3 Dual Target, The (1989)(Data West)(Disk 2 of 3)(Disk B)>4th Unit Act 3 Dual Target, The>1989>Other - NR (Not Rated)>Data West>>Adventure
4th Unit Act 3 Dual Target, The (1989)(Data West)(Disk 3 of 3)(Disk C)>4th Unit Act 3 Dual Target, The>1989>Other - NR (Not Rated)>Data West>>Adventure
4th Unit Act 3 Dual Target, The (Data West) (Craig)>4th Unit Act 3 Dual Target, The>1989>Other - NR (Not Rated)>Data West>>Adventure
4th Unit Act 4 Zero, The (1990)(Data West)(Craig)>4th Unit Act 4 Zero, The>1990>Other - NR (Not Rated)>Data West>>Adventure
4th Unit Act 4 Zero, The (1990)(Data West)(Disk 1 of 3)(Disk A)>4th Unit Act 4 Zero, The>1990>Other - NR (Not Rated)>Data West>>Adventure
4th Unit Act 4 Zero, The (1990)(Data West)(Disk 2 of 3)(Disk B)>4th Unit Act 4 Zero, The>1990>Other - NR (Not Rated)>Data West>>Adventure
4th Unit Act 4 Zero, The (1990)(Data West)(Disk 3 of 3)(Disk C)>4th Unit Act 4 Zero, The>1990>Other - NR (Not Rated)>Data West>>Adventure
4th Unit Act 5 D-Again, The (1990)(Data West)(Disk 1 of 4)(Disk A)>4th Unit Act 5 D-Again, The>1990>Other - NR (Not Rated)>Data West>>Adventure
4th Unit Act 5 D-Again, The (1990)(Data West)(Disk 2 of 4)(Disk B)>4th Unit Act 5 D-Again, The>1990>Other - NR (Not Rated)>Data West>>Adventure
4th Unit Act 5 D-Again, The (1990)(Data West)(Disk 3 of 4)(Disk C)>4th Unit Act 5 D-Again, The>1990>Other - NR (Not Rated)>Data West>>Adventure
4th Unit Act 5 D-Again, The (1990)(Data West)(Disk 4 of 4)(Disk D)>4th Unit Act 5 D-Again, The>1990>Other - NR (Not Rated)>Data West>>Adventure
4th Unit Act 5 D-Again, The (Data West) (Craig)>4th Unit Act 5 D-Again, The>1990>Other - NR (Not Rated)>Data West>>Adventure
4th Unit, The (1988)(Data West)(Craig)>4th Unit, The>1988>Other - NR (Not Rated)>Data West>>Adventure
4th Unit, The (1988)(Data West)(Disk 1 of 2)(Disk A)>4th Unit, The>1988>Other - NR (Not Rated)>Data West>>Adventure
4th Unit, The (1988)(Data West)(Disk 2 of 2)(Disk B)>4th Unit, The>1988>Other - NR (Not Rated)>Data West>>Adventure
A Ressha De Ikou II (1988)(Artdink)(Craig)>A Ressha De Ikou II>1988>Other - NR (Not Rated)>Artdink>>Simulation
A Ressha De Ikou II (1988)(Artdink)(Disk 1 of 2)>A Ressha De Ikou II>1988>Other - NR (Not Rated)>Artdink>>Simulation
A Ressha De Ikou II (1988)(Artdink)(Disk 2 of 2)>A Ressha De Ikou II>1988>Other - NR (Not Rated)>Artdink>>Simulation
A Ressha De Ikou II Gentei Okaidoku Han (1990)(Artdink)(Disk 1 of 4)(Disk A)>A Ressha De Ikou II Gentei Okaidoku Han>1988>Other - NR (Not Rated)>Artdink>>Simulation
A Ressha De Ikou II Gentei Okaidoku Han (1990)(Artdink)(Disk 2 of 4)(Disk B)>A Ressha De Ikou II Gentei Okaidoku Han>1988>Other - NR (Not Rated)>Artdink>>Simulation
A Ressha De Ikou II Gentei Okaidoku Han (1990)(Artdink)(Disk 3 of 4)(Disk C)(Shin Map)>A Ressha De Ikou II Gentei Okaidoku Han>1988>Other - NR (Not Rated)>Artdink>>Simulation
A Ressha De Ikou II Gentei Okaidoku Han (1990)(Artdink)(Disk 4 of 4)(User)>A Ressha De Ikou II Gentei Okaidoku Han>1990>Other - NR (Not Rated)>Artdink>>Simulation
A Ressha De Ikou III (1991)(Artdink)(Disk 1 of 2)>A Ressha De Ikou III>1990>Other - NR (Not Rated)>Artdink>>Simulation
A Ressha De Ikou III (1991)(Artdink)(Disk 2 of 2)>A Ressha De Ikou III>1990>Other - NR (Not Rated)>Artdink>>Simulation
A Ressha De Ikou III (Artdink) (Craig)>A Ressha De Ikou III>1990>Other - NR (Not Rated)>Artdink>>Simulation
A Ressha De Ikou III LOGiN Map (1991)(LOGiN)>A Ressha De Ikou III LOGiN Map>1990>Other - NR (Not Rated)>Artdink>>Simulation
A Ressha De Ikou III Map Construction (1991)(Artdink)(Disk 1 of 2)(System)>A Ressha De Ikou III Map Construction>1990>Other - NR (Not Rated)>Artdink>>Simulation
A Ressha De Ikou III Map Construction (1991)(Artdink)(Disk 2 of 2)(Data)>A Ressha De Ikou III Map Construction>1991>Other - NR (Not Rated)>Artdink>>Simulation
A Ressha De Ikou III Map Construction (1991)(Artdink)>A Ressha De Ikou III Map Construction>1991>Other - NR (Not Rated)>Artdink>>Simulation
A Ressha De Ikou III Original Meitetsu Sharyou Disk (1991)(LOGiN)>A Ressha De Ikou III Original Meitetsu Sharyou Disk>1991>Other - NR (Not Rated)>LOGiN>>Simulation
A-Jax (1989)(Craig)>A-Jax>1989>Other - NR (Not Rated)>Konami>>Shoot-'Em-Up
Aakushu Youen No Jidai Wo Koete (1990)(Wolf Team)>Aakushu Youen No Jidai Wo Koete>1990>Other - NR (Not Rated)>Wolf Team>>Adventure
Abunai Tengoku Densetsu (1989)(Alice Soft)>Abunai Tengoku Densetsu>1989>Other - NR (Not Rated)>Alice Soft>>Adventure
Access Heat (1995)(Fox Factory)>Access Heat>1995>Other - NR (Not Rated)>Fox Factory>>Driving
Active Shoot (Satou Kouji)>Active Shoot>1999>Other - NR (Not Rated)>Satou Kouji>>Shoot-'Em-Up
Advanced Ruumik Quiz (1990)(Master Piece)>Advanced Ruumik Quiz>1990>Other - NR (Not Rated)>Master Piece>>Educational
Advanced Ruumik Quiz 2 (199x)(Master Piece)>Advanced Ruumik Quiz 2>199x>Other - NR (Not Rated)>Master Piece>>Educational
Adventure Land (1993)(Keima - Jn1fez)>Adventure Land>1993>Other - NR (Not Rated)>Keima - Jn1fez>>Adventure
Adventure Land 2 v0.99 (1995)(Keima - Jn1fez)>Adventure Land 2 v0.99>1993>Other - NR (Not Rated)>Keima - Jn1fez>>Adventure
Afterburner II (Dempa) (Craig)>Afterburner II>1989>Other - NR (Not Rated)>Dempa>>Flying
Ahh My Princess (Craig)>Ahh My Princess>1992>Other - NR (Not Rated)>Toy Box Software>>Action
Aikoku Pro Uso-68K (1990)(Hazama Kuroo)>Aikoku Pro Uso-68K>1990>Other - NR (Not Rated)>Hazama Kuroo>>Miscellaneous
Air Combat II Yuugekiou II (1990)(System Soft)(Craig)>Air Combat II Yuugekiou II>1990>Other - NR (Not Rated)>System Soft>>Flying
Air Combat II Yuugekiou II (1990)(System Soft)(Disk 1 of 2)(System)>Air Combat II Yuugekiou II>1990>Other - NR (Not Rated)>System>>Flying
Air Combat II Yuugekiou II (1990)(System Soft)(Disk 2 of 2)(User)>Air Combat II Yuugekiou II>1990>Other - NR (Not Rated)>System>>Flying
Air Hork (PCCM)>Air Hork>1990>Other - NR (Not Rated)>PCCM>>Shoot-'Em-Up
Air Management (19xx)(Koei)(Craig)>Air Management>19xx>Other - NR (Not Rated)>Koei>>Simulation
Air Management (19xx)(Koei)(Disk 1 of 2)(Disk A)>Air Management>19xx>Other - NR (Not Rated)>Koei>>Simulation
Air Management (19xx)(Koei)(Disk 2 of 2)(Disk B)>Air Management>19xx>Other - NR (Not Rated)>Koei>>Simulation
Akazukin Monogatari (199x)(Tera Tera Soft)>Akazukin Monogatari>199x>Other - NR (Not Rated)>Tera Tera Soft>>Adventure
Akiko (1993)(Ides)(Disk 1 of 3)>Akiko>1993>Other - NR (Not Rated)>Ides>>Adventure
Akiko (1993)(Ides)(Disk 2 of 3)>Akiko>1993>Other - NR (Not Rated)>Ides>>Adventure
Akiko (1993)(Ides)(Disk 3 of 3)>Akiko>1993>Other - NR (Not Rated)>Ides>>Adventure
Akiko (Ides) (Craig)>Akiko>1993>Other - NR (Not Rated)>Ides>>Adventure
Akumajou Dracula (1993)(Konami)>Akumajou Dracula>1993>Other - NR (Not Rated)>Konami>>Action-Platform
Alfaim (1989)(Zainsoft)(Disk 1 of 5)(Disk A)>Alfaim>1989>Other - NR (Not Rated)>Zainsoft>>Adventure
Alfaim (1989)(Zainsoft)(Disk 2 of 5)(Disk B)>Alfaim>1989>Other - NR (Not Rated)>Zainsoft>>Adventure
Alfaim (1989)(Zainsoft)(Disk 3 of 5)(Disk C)>Alfaim>1989>Other - NR (Not Rated)>Zainsoft>>Adventure
Alfaim (1989)(Zainsoft)(Disk 4 of 5)(Disk D)>Alfaim>1989>Other - NR (Not Rated)>Zainsoft>>Adventure
Alfaim (1989)(Zainsoft)(Disk 5 of 5)(User)>Alfaim>1989>Other - NR (Not Rated)>Zainsoft>>Adventure
Alfarne (Shilpheed Software)>Alfarne>1989>Other - NR (Not Rated)>Shilpheed Software>>Shoot-'Em-Up
Algarna (MNM Software) (Craig)>Algarna>1991>Other - NR (Not Rated)>MNM Software>>Adventure
Algarna (MNM Software) (Disk 1) (System Disk)>Algarna>1991>Other - NR (Not Rated)>MNM Software>>Adventure
Algarna (MNM Software) (Disk 2) (Data Disk)>Algarna>1991>Other - NR (Not Rated)>MNM Software>>Adventure
ALIANSTG (Craig)>ALIANSTG>19xx>Other - NR (Not Rated)>Team Alianhrod>>Shoot-'Em-Up
Alice No Yakata (19xx)(Alice Soft)>Alice No Yakata>19xx>Other - NR (Not Rated)>Alice Soft>>Adventure
Alice No Yakata II (1992)(Alice Soft)(Craig)>Alice No Yakata II>1992>Other - NR (Not Rated)>Alice Soft>>Adventure
Alice No Yakata II (1992)(Alice Soft)(Disk 1 of 4)(Disk A)>Alice No Yakata II>1992>Other - NR (Not Rated)>Alice Soft>>Adventure
Alice No Yakata II (1992)(Alice Soft)(Disk 2 of 4)(Disk B)>Alice No Yakata II>1992>Other - NR (Not Rated)>Alice Soft>>Adventure
Alice No Yakata II (1992)(Alice Soft)(Disk 3 of 4)(Disk C)>Alice No Yakata II>1992>Other - NR (Not Rated)>Alice Soft>>Adventure
Alice No Yakata II (1992)(Alice Soft)(Disk 4 of 4)(Disk D)>Alice No Yakata II>1992>Other - NR (Not Rated)>Alice Soft>>Adventure
Alien Syndrome (Dempa)>Alien Syndrome>1992>Other - NR (Not Rated)>Dempa>>Shooter
Alien Tennis Chikyuu No Kiki (19xx)(Killer)>Alien Tennis Chikyuu No Kiki>19xx>Other - NR (Not Rated)>Killer>>Action
Alshark (1991)(Right Stuff)(Craig)>Alshark>1991>Other - NR (Not Rated)>Right Stuff>>Role-Playing
Alshark (1991)(Right Stuff)(Disk 1 of 5)(System)>Alshark>1991>Other - NR (Not Rated)>Right Stuff>>Role-Playing
Alshark (1991)(Right Stuff)(Disk 2 of 5)(Data)>Alshark>1991>Other - NR (Not Rated)>Right Stuff>>Role-Playing
Alshark (1991)(Right Stuff)(Disk 3 of 5)(Opening)>Alshark>1991>Other - NR (Not Rated)>Right Stuff>>Role-Playing
Alshark (1991)(Right Stuff)(Disk 4 of 5)(Visual)>Alshark>1991>Other - NR (Not Rated)>Right Stuff>>Role-Playing
Alshark (1991)(Right Stuff)(Disk 5 of 5)(Ending)>Alshark>1991>Other - NR (Not Rated)>Right Stuff>>Role-Playing
Amamori Pro Uso-68K (1991)(Hazama Kuroo)>Amamori Pro Uso-68K>1991>Other - NR (Not Rated)>Hazama Kuroo>>Adventure
Ambivalenz (1994)(Alice Soft)(Craig)>Ambivalenz>1994>Other - NR (Not Rated)>Alice Soft>>Adventure
Ambivalenz (1994)(Alice Soft)(Disk 1 of 7)>Ambivalenz>1994>Other - NR (Not Rated)>Alice Soft>>Adventure
Ambivalenz (1994)(Alice Soft)(Disk 2 of 7)>Ambivalenz>1994>Other - NR (Not Rated)>Alice Soft>>Adventure
Ambivalenz (1994)(Alice Soft)(Disk 4 of 7)>Ambivalenz>1994>Other - NR (Not Rated)>Alice Soft>>Adventure
Ambivalenz (1994)(Alice Soft)(Disk 5 of 7)>Ambivalenz>1994>Other - NR (Not Rated)>Alice Soft>>Adventure
Ambivalenz (1994)(Alice Soft)(Disk 6 of 7)>Ambivalenz>1994>Other - NR (Not Rated)>Alice Soft>>Adventure
Ambivalenz (1994)(Alice Soft)(Disk 7 of 7)>Ambivalenz>1994>Other - NR (Not Rated)>Alice Soft>>Adventure
Ame Game 0.90 (19xx)(Shin - Kisshin)>Ame Game 0.90>19xx>Other - NR (Not Rated)>Shin - Kisshin>>Puzzle
American Heroes BF 92 Extra Version (1992)(LTT - Kuma)>American Heroes BF 92 Extra Version>1992>Other - NR (Not Rated)>LTT - Kuma>>Fighting
