Amidar (Japan)>Amidar (Japan)>1983>HSRS - GA (General Audience)>Casio>>Action
Dig Dug (Japan)>Dig Dug (Japan)>1983>Other - NR (Not Rated)>Casio>>Maze
Dirty Chameleon (Japan)>Dirty Chameleon (Japan)>1983>Other - NR (Not Rated)>Casio>>Platform
Excite Mahjong (Japan)>Excite Mahjong (Japan)>1983>HSRS - GA (General Audience)>Casio>>Mahjong
Fighting Bug (Japan)>Fighting Bug (Japan)>1983>Other - NR (Not Rated)>Casio>>Maze
Naughty Boy (Japan)>Naughty Boy (Japan)>1983>Other - NR (Not Rated)>Casio>>Maze
Pachinko-UFO (Japan)>Pachinko-UFO (Japan)>1983>HSRS - GA (General Audience)>Casio>>Casino
Pooyan (Japan)>Pooyan (Japan)>1983>HSRS - GA (General Audience)>Casio>>Action
Space Panic (Japan)>Space Panic (Japan)>1983>Other - NR (Not Rated)>Casio>>Platform
Super Cobra (Japan)>Super Cobra (Japan)>1983>HSRS - GA (General Audience)>Casio>>Shooter
Turpin (Japan)>Turpin (Japan)>1983>Other - NR (Not Rated)>Casio>>Action
Tutankham (Japan)>Tutankham (Japan)>1983>Other - NR (Not Rated)>Casio>>Maze
Warp & Warp (Japan)>Warp & Warp (Japan)>1983>Other - NR (Not Rated)>Casio>>Shooter
