rom>title>year>rating>publisher>developer>genre>score>players>description>
007 - The Living Daylights (Europe)>007 - The Living Daylights>1987>ESRB - RP (Rating Pending)>Domark Software Ltd.>Walking Circles>Arcade\Run & Gun>1 Player>3.4.png>"A ""James Bond"" action/arcade game based on the movie with the same name. Your aim is to avenge the death of Felix Leiter, who was killed by the drug baron Sanchez.****Technically the game consists of several different vertical scrolling action sequences. In each stage you must fly, drive or walk through a preset terrain. While doing that, you have to shoot enemies, avoid their shots and collect items (mainly ammunition). Some levels rely more on shooting, while others test your reflexes."
10th Frame (Europe)>10th Frame>1986>ESRB - RP (Rating Pending)>U.S. Gold Ltd.>Access Software Inc.>Sports\Bowling>1-8 Players>3.0.png>Leader Board authors Bruce and Roger Carver tried their hand at tenpin bowling, in one of the game's earliest recreations. The process of bowling the ball involves timing a succession of clicks to set the right angle, speed and curve, similarly to Leaderboard's system. Three skill levels are provided - Kids level sets the speed and hook automatically, while Amateur has more margin for error with hook/slice than professional. The game is played from a plan view, with four other (empty) lanes visible. Single matches or a league structure can be played.
11 A Side Soccer (Europe)>11 A Side Soccer (Europe)>1989>Other - NR (Not Rated)>Codemasters>>Sports/Soccer>>>>
180 (Europe)>180>1986>ESRB - RP (Rating Pending)>Mastertronic Ltd.>Binary Design Ltd.>Sports\Darts>1-2 Players>4.3.png>
1942 (Europe)>1942>1986>ESRB - RP (Rating Pending)>Elite Systems Ltd.>Capcom Co. Ltd.>Shoot'em Up\V-Scrolling>1-2 Players>3.3.png>"A conversion of the arcade game, 1942 is a vertically scrolling shooter for one or two players. The year is 1942, and you are a daring fighter pilot ""Super Ace"". You begin and end each of the numerous levels on an aircraft carrier and then fly your plane into battle against the enemy over both sea and land. After destroying certain plane formations you can collect several different power ups to increase your fire power and chances of survival."
1943 - The Battle of Midway (Europe)>1943 - The Battle of Midway>1987>ESRB - RP (Rating Pending)>Capcom Co. Ltd.>Capcom Co. Ltd.>Shoot'em Up\V-Scrolling>1-2 Players>3.5.png>The sequel to 1942, which is still a vertically scrolling shooter, has the player once again fighting over the clouds during the second world war, this time in an intense battle just off the coast of Midway islands.****Updates to the gameplay include an energy bar, which can be run down by either being hit from incoming fire or using a special weapon. The energy bar can be replenished by picking up power-ups, while special weapons (lightning, cyclones and waves) can knock down all fighters on the screen at the time.
1st Division Manager (Europe)>1st Division Manager>1992>ESRB - RP (Rating Pending)>Codemasters>Codemasters>Simulation\Soccer>1 Player>3.3.png>1st Division Manager is a football management game where you take on a team of your choice in any of the top four English leagues. On the main menu there are four icons as well as some major information such as your name, the name of your club, your current league position, a rating and the account balance. The first icon from left is the picture of a computer and by clicking on it you will get to the main database menu where you can handle the players’ training, studying the coming fixtures and edit the teams or players. The second icon is a telephone. Press it and you will be able to make a phone call to either the Transfer Market (for buying and selling players) or the the Bank (to get a loan). The third icon is a note book and by clicking on it you will see tables from all four divisions. The last icon is the picture of a football pitch and by pressing it you will get to your next match. After choosing your squad you will see the highlights of the match from a top-down perspective. After match you will get reports about players being injured, results in the other matches and the finances for that week.
2 Player Soccer Squad (Europe)>2 Player Soccer Squad>1990>ESRB - RP (Rating Pending)>Cult>D & H Games>Simulation\Soccer>1 Player>3.3.png>Most football management games written for 64K/48K computers concentrated their memory space on providing as many features as possible for a lone player. As the title implies, this game is an exception - 2 players each take control of a club, taking it in turns to make their managerial decisions and play their matches. For an extra competitive edge, they can include their own name among the players (which are otherwise made up of the real players of the day).****The game uses a fictional 20-team superleague, with English and Scottish clubs, as well as a knock-out cup. You can buy or sell players, who have ability ratings out of 15, and swap your squad of 19 around to choose 11 starters plus 2 substitutes. Match scores are listed along with goalscorers, although the scorers update more quickly than the scores. You are kept up to date with financial changes after each match.
2 Player Super League (Europe)>2 Player Super League>1989>ESRB - RP (Rating Pending)>Cult>D & H Games>Simulation\Soccer>1 Player>2.2.png>
20000 Avant J.C. (France)>20000 Avant J.C. (France)>1987>Other - NR (Not Rated)>Chip>>Adventure>>>>
2088 (Europe)>2088>1988>ESRB - RP (Rating Pending)>Zeppelin Games Ltd.>Zeppelin Games Ltd.>Shoot'em Up\Multi-Event>1-2 Players>3.3.png>
2112 AD (Europe)>2112 AD>1986>ESRB - RP (Rating Pending)>Design Design>Design Design>Adventure\Arcade 2D>1 Player>3.8.png>
3D Boxing (Europe)>3D Boxing>1985>ESRB - RP (Rating Pending)>Amsoft>James Software Ltd.>Sports\Boxing>1-2 Players>3.3.png>
3D Fight (France)>3D Fight>1985>ESRB - RP (Rating Pending)>Loriciels>Loriciels>Shoot'em Up\3D>1 Player>3.3.png>
3D Grand Prix (Europe)>3D Grand Prix>1985>ESRB - RP (Rating Pending)>Amsoft>Exopal Software Services>Racing\Formula One>1 Player>3.5.png>
3D Invaders (Europe)>3D Invaders>1985>ESRB - RP (Rating Pending)>Amsoft>Quark Data>Shoot'em Up\Space Invaders>1 Player>1.6.png>
3D Kit Game, The (Europe)>3D Kit Game, The (Europe)>1991>Other - NR (Not Rated)>Incentive>>Adventure>>>>
3D Light Cycle (Europe)>3D Light Cycle (Europe)>1988>Other - NR (Not Rated)>Andromeda Software>>Action>>>>
3D Monster Chase (Europe)>3D Monster Chase>1984>ESRB - RP (Rating Pending)>Romik>Romik Software>Arcade\Labyrinth/Maze>1 Player>3.8.png>
3D Quasars (Europe)>>1985>ESRB - RP (Rating Pending)>Solar Software>Solar Software>>>>
3D Snakes (France) (Unl)>3D Snakes (France) (Unl)>1987>Other - NR (Not Rated)>LMC Software>>Action>>>>
3D Snakes II (France) (Unl)>3D Snakes II (France) (Unl)>1987>Other - NR (Not Rated)>LMC Software>>Action>>>>
3D Snooker (Europe)>3D Snooker>1990>ESRB - RP (Rating Pending)>Players Premier>Players Premier>Sports\Snooker/Pool>1 Player>2.0.png>
3D Starfighter (Europe)>3D Starfighter>1987>ESRB - RP (Rating Pending)>Codemasters>Codemasters>Shoot'em Up\3D>1-2 Players>3.3.png>
3D Starstrike (Europe)>3D Starstrike>1984>ESRB - RP (Rating Pending)>Realtime Software Ltd.>Realtime Games Software Ltd.>Shoot'em Up\3D>1 Player>4.3.png>The Outsiders have attacked the Earth Federation, laying waste to its defense fleets. In desperation, Federation Command sends the new Starstrike space fighters to attack the Outsiders's main bases (which are converted moons), hoping to exploit a fatal flaw in the design: a direct hit to the reactor at the center of the base might lead to its destruction.****Both regarding graphics and gameplay, 3D Starstrike is essentially a clone of Atari's Star Wars. Using wireframe graphics with a first-person perspective, the player controls the Starstrike fighter in several distinct phases: the first phase is the approach to the enemy base, where Outsider space fighters must be destroyed. The second phase takes place close to the surface of the base, where enemy bunkers and laser towers await. The third phase is a trench run, where gun turrets await at the side of the trench, and catwalks blocking the way must be dogded. The run culminates in the reactor room, where two reactor pods must be hit to destroy the base.****After a base is destroyed, the game continues with a new base in the next level, with later levels having a higher difficulty.
3D Stunt Rider (Europe)>3D Stunt Rider>1985>ESRB - RP (Rating Pending)>Amsoft>DJL Software>Simulation\Stunt>1 Player>3.3.png>
3D Time Trek (Europe)>>>>>>>>>
3D Voice Chess (Europe)>3D Voice Chess>1985>ESRB - RP (Rating Pending)>CP Software>Deep Thought Software>Gambling\Chess>1 Player>3.3.png>
3D-Sub (France)>3D-Sub>1985>ESRB - RP (Rating Pending)>Loriciels>Novasoft>Simulation\Marine>1 Player>2.0.png>
3DC (Europe)>3DC>1987>ESRB - RP (Rating Pending)>Encore>Elite Systems Ltd.>Adventure\Arcade 3D>1 Player>3.8.png>
4 Soccer Simulators (Europe)>>>>>>>>>
4x4 Off-Road Racing (Europe)>>>>>>>>>
5th Axis, The (Europe)>5th Axis, The>1986>ESRB - RP (Rating Pending)>Loriciels>Loriciels>Adventure\Arcade 2D>1 Player>3.8.png>
5th Quadrant, The (Europe)>5th Quadrant, The>1987>ESRB - RP (Rating Pending)>Bubble Bus Software>Bubble Bus Software>Adventure\Arcade 3D>1 Player>3.8.png>
7 Card Stud (Europe)>7 Card Stud>1986>ESRB - RP (Rating Pending)>Martech Games Ltd.>Software Communications Ltd.>Gambling\Cards>1 Player>2.0.png>
720 Degrees (Europe)>720 Degrees>1986>ESRB - RP (Rating Pending)>U.S. Gold Ltd.>Atari Games Corporation>Arcade\Multi-Event>1 Player>3.8.png>
750cc Grand Prix (Europe)>>>>>>>>>
A Midsummer Day's Dream (Europe)>A Midsummer Day's Dream (Europe)>19xx>Other - NR (Not Rated)>The Adventure Workshop>>Adventure>>>>
A-Team, The (Spain)>>>>>>>>>
ACE - Air Combat Emulator (Europe)>ACE - Air Combat Emulator>1986>ESRB - RP (Rating Pending)>Cascade Games Ltd.>Cascade Games Ltd.>Simulation\Flight>1 Player>3.3.png>
ACE 2 - The Ultimate Head to Head Conflict (Europe)>>>>>>>>>
ATV Simulator (Europe)>ATV Simulator>1988>ESRB - RP (Rating Pending)>Codemasters>Codemasters>Racing\Stay on Track>1-2 Players>3.8.png>
Aaargh! (Spain)>Aaargh!>1988>ESRB - RP (Rating Pending)>Dro Soft>Melbourne House Ltd.>Arcade\Multi-Event>1-2 Players>2.0.png>
Abadia del Crimen, La (Spain)>Abadia del Crimen, La>1988>ESRB - RP (Rating Pending)>Mister Chip>Opera Soft>Adventure\Arcade 3D>1 Player>4.8.png>
Absurdity (France)>Absurdity (France)>1985>Other - NR (Not Rated)>Cobra Soft>>Action>>>>
Abu Simbel Profanation (Spain)>Abu Simbel Profanation>1986>ESRB - RP (Rating Pending)>Dinamic Software>Dinamic Software>Arcade\Platformer>1 Player>4.3.png>
Academy - Tau Ceti II (Europe)>Academy - Tau Ceti II>1987>ESRB - RP (Rating Pending)>CRL Group>CRL Group>Adventure\Arcade 3D>1 Player>4.3.png>
Ace of Aces (Europe)>Ace of Aces>1986>ESRB - RP (Rating Pending)>U.S. Gold Ltd.>Paragon Programming>Simulation\Flight>1 Player>3.3.png>
Acro Jet (Europe)>Acro Jet>1986>ESRB - RP (Rating Pending)>Microprose Software, Inc.>Microprose Software, Inc.>Simulation\Stunt>1-4 Players>3.8.png>
Action Fighter (Europe)>Action Fighter>1986>ESRB - RP (Rating Pending)>Firebird>Sega Enterprises Ltd.>Shoot'em Up\V-Scrolling>1 Player>3.3.png>
Action Force (Europe)>Action Force>1988>ESRB - RP (Rating Pending)>Virgin Games Ltd.>Milton Bradley International Inc.>Shoot'em Up\H-Scrolling>1 Player>3.3.png>
Action Service (Europe)>Action Service>1988>ESRB - RP (Rating Pending)>Players Premier>Cobra Soft>Arcade\Run & Gun>1 Player>3.8.png>
Activator (Europe)>Activator>1986>ESRB - RP (Rating Pending)>Cascade Games Ltd.>Cascade Games Ltd.>Adventure\Arcade 2D>1 Player>3.3.png>
Addams Family, The (Europe)>Addams Family, The>1991>ESRB - RP (Rating Pending)>Ocean Software Ltd.>Ocean Software Ltd.>Arcade\Platformer>1 Player>3.8.png>
Adidas Championship Football (Europe)>>>>>>>>>
Adidas Championship Tie-Break (Europe)>Adidas Championship Tie-Break>1990>ESRB - RP (Rating Pending)>Ocean Software Ltd.>Starbyte Software>Sports\Tennis>1-2 Players>3.8.png>
Admiral Graf Spee (Europe)>Admiral Graf Spee>1984>ESRB - RP (Rating Pending)>Amsoft>Temptation Software Ltd.>Simulation\Marine>1 Player>3.3.png>
Advanced Destroyer Simulator (France)>Advanced Destroyer Simulator>1990>ESRB - RP (Rating Pending)>Futura>Futura>Simulation\Marine>1 Player>3.8.png>
Advanced Lawnmowing Simulator (Europe) (Unl)>Advanced Lawnmowing Simulator (Europe) (Unl)>2010>Other - NR (Not Rated)>Markus Hohmann>>Action>>>>
Advanced Pinball Simulator (Europe)>Advanced Pinball Simulator>1988>ESRB - RP (Rating Pending)>Codemasters>Codemasters>Arcade\Pinball>1-3 Players>3.3.png>
Advanced Tactical Fighter (Europe)>>>>>>>>>
Adventure A - The Planet of Death (Europe)>>>>>>>>>
Adventure B - Inca Curse (Europe)>>>>>>>>>
Adventure C - The Ship of Doom (Europe)>>>>>>>>>
Adventure D - Espionage Island (Europe)>>>>>>>>>
Adventure Quest (Europe)>Adventure Quest>1984>ESRB - RP (Rating Pending)>Level 9 Computing>Level 9 Computing>Adventure\Graphic/Text>1 Player>3.8.png>
Adventures of Basildon Bond, The (Europe)>>>>>>>>>
Adventures of Zebedee Gonig, The (Europe)>>>>>>>>>
African Trail Simulator (Europe)>African Trail Simulator>1990>ESRB - RP (Rating Pending)>Positive>Positive>Racing\Motorcycle>1 Player>3.3.png>
After Shock (Europe)>After Shock>1986>ESRB - RP (Rating Pending)>Interceptor Software>Interceptor Software>Adventure\Graphic/Text>1 Player>4.3.png>
After the War (Europe)>After the War>1989>ESRB - RP (Rating Pending)>Dinamic Software>Dinamic Software>Arcade\Beat'em Up>1 Player>3.3.png>
Afterburner (Europe)>Afterburner>1988>ESRB - RP (Rating Pending)>Activision>Sega Enterprises Ltd.>Shoot'em Up\3D>1 Player>4.3.png>
Aftermath (Europe)>Aftermath>1988>ESRB - RP (Rating Pending)>Alternative Software Ltd.>Alternative Software Ltd.>Shoot'em Up\Single Screen>1 Player>3.3.png>
Afteroids (Spain)>>>>>>>>>
Agatha's Folly - Part 1 (Europe)>>>>>>>>>
Agatha's Folly - Part 2 (Europe)>>>>>>>>>
Agent Orange (Europe)>Agent Orange>1986>ESRB - RP (Rating Pending)>A&F Software Ltd.>A&F Software Ltd.>Shoot'em Up\Multi-Screen>1 Player>3.3.png>
Agent-X II (Europe)>Agent-X II>1987>ESRB - RP (Rating Pending)>Mastertronic Ltd.>Software Creations>Arcade\Multi-Event>1 Player>3.8.png>
Ahhh!! (Europe)>>>>>>>>>
Air Traffic Control (Europe)>Air Traffic Control>1984>ESRB - RP (Rating Pending)>Hewson Consultants Ltd.>Hewson Consultants Ltd.>Simulation\Flight>1 Player>1.6.png>
Airballs (Europe) (Unl)>Airballs (Europe) (Unl)>1989>Other - NR (Not Rated)>PC Amstrad International>>Action>>>>
Airborne Ranger (Europe) (Disk 1)>Airborne Ranger  Disk 1>1988>ESRB - RP (Rating Pending)>Microprose Software, Inc.>Microprose Software, Inc.>Adventure\Arcade 2D>1 Player>3.8.png>
Airborne Ranger (Europe) (Disk 2)>Airborne Ranger  Disk 2>1988>ESRB - RP (Rating Pending)>Microprose Software, Inc.>Microprose Software, Inc.>Adventure\Arcade 2D>1 Player>3.8.png>
Airwolf (Europe)>Airwolf>1985>ESRB - RP (Rating Pending)>Amsoft>Elite Systems Ltd.>Shoot'em Up\Multi-Scrolling>1 Player>1.6.png>
Airwolf II (Europe)>>>>>>>>>
Al-Strad (Europe)>>>>>>>>>
Aladdin's Cave (Europe)>>>>>>>>>
Alex Higgins World Pool (Europe)>Alex Higgins World Pool>1985>ESRB - RP (Rating Pending)>Amsoft>Gem Software>Sports\Snooker/Pool>1-2 Players>3.8.png>
Alex Higgins World Snooker (Europe)>Alex Higgins World Snooker>1985>ESRB - RP (Rating Pending)>Amsoft>Gem Software>Sports\Snooker/Pool>1 Player>3.8.png>
Ali Candil y el Tesoro de Sierra Morena (Spain)>>>>>>>>>
Ali-Baba (France)>>>>>>>>>
Alien (Europe)>Alien>1985>ESRB - RP (Rating Pending)>Amsoft>Argus Press Software Ltd.>Adventure\RPG 2D>1 Player>4.3.png>
Alien 8 (Europe)>Alien 8>1984>ESRB - RP (Rating Pending)>Ultimate Play the Game>Ultimate Play the Game>Adventure\Arcade 3D>1 Player>4.3.png>
Alien Attack (Europe) (Unl)>Alien Attack (Europe) (Unl)>1988>Other - NR (Not Rated)>Schneider Computer Partner>>Shoot-'Em-Up>>>>
Alien Break-In (Europe)>Alien Break-In>1985>ESRB - RP (Rating Pending)>Amsoft>Romik Software>Shoot'em Up\Space Invaders>1 Player>3.3.png>
Alien Highway - Encounter 2 (Europe)>Alien Highway - Encounter 2>1986>ESRB - RP (Rating Pending)>Vortex Software Ltd.>Vortex Software Ltd.>Adventure\Arcade 3D>1 Player>4.3.png>
Alien Storm (Europe) (Disk 1)>Alien Storm  Disk 1>1991>ESRB - RP (Rating Pending)>U.S. Gold Ltd.>Sega Enterprises Ltd.>Arcade\Multi-Event>1-2 Players>3.8.png>
Alien Storm (Europe) (Disk 2)>Alien Storm  Disk 2>1991>ESRB - RP (Rating Pending)>U.S. Gold Ltd.>Sega Enterprises Ltd.>Arcade\Multi-Event>1-2 Players>3.8.png>
Alien Syndrome (Europe)>Alien Syndrome>1988>ESRB - RP (Rating Pending)>Dro Soft>Sega Enterprises Ltd.>Shoot'em Up\Gauntlet>1-2 Players>3.3.png>
Aliens (Arcadian) (Europe)>>>>>>>>>
Aliens (Electric Dreams) (Europe)>Aliens>1986>ESRB - RP (Rating Pending)>Electric Dreams Software>Software Studios>Adventure\Arcade 2D>1 Player>3.3.png>
Aliens The Computer Game (USA)>Aliens The Computer Game>1987>ESRB - RP (Rating Pending)>Electric Dreams Software>Mr. Micro Ltd.>Arcade\Multi-Event>1 Player>3.8.png>
Aligator (France) (Unl)>Aligator (France) (Unl)>1983>Other - NR (Not Rated)>AM-Mag>>Action>>>>
Alinka (France) (Unl)>Alinka (France) (Unl)>1991>Other - NR (Not Rated)>Amstrad Cent Pour Cent>>Puzzle>>>>
Alkahera (Europe)>Alkahera>1985>ESRB - RP (Rating Pending)>Budgie Software>Budgie Software>Shoot'em Up\3D>1 Player>2.0.png>
All Points Bulletin (Europe)>All Points Bulletin>1989>ESRB - RP (Rating Pending)>Domark Software Ltd.>Atari Games Corporation>Arcade\Collect'em Up>1 Player>3.8.png>
Alpha Jet (Europe) (Unl)>Alpha Jet (Europe) (Unl)>1988>Other - NR (Not Rated)>Magazin Gamebox>>Shoot-'Em-Up>>>>
Alpha-Jet (France)>>>>>>>>>
Alpine Games (Europe)>Alpine Games>1987>ESRB - RP (Rating Pending)>Alternative Software Ltd.>Atlantis Software Ltd.>Sports\Multi-Event>1 Player>2.0.png>
Altered Beast (Europe) (Disk 1)>Altered Beast  Disk 1>1989>ESRB - RP (Rating Pending)>Activision>Sega Enterprises Ltd.>Arcade\Beat'em Up>1-2 Players>3.3.png>
Altered Beast (Europe) (Disk 2)>Altered Beast  Disk 2>1989>ESRB - RP (Rating Pending)>Activision>Sega Enterprises Ltd.>Arcade\Beat'em Up>1-2 Players>3.3.png>
Alternative World Games (Europe) (Side A)>Alternative World Games  Side A>1987>ESRB - RP (Rating Pending)>Gremlin Graphics Software Ltd.>Gremlin Graphics Software Ltd.>Arcade\Multi-Event>1-4 Players>3.3.png>
