rom>title>year>rating>publisher>developer>genre>score>players>description>
Alternative World Games (Europe) (Side B)>Alternative World Games  Side B>1987>ESRB - RP (Rating Pending)>Gremlin Graphics Software Ltd.>Gremlin Graphics Software Ltd.>Arcade\Multi-Event>1-4 Players>3.3.png>
Amaurote (Europe)>Amaurote>1987>ESRB - RP (Rating Pending)>Mastertronic Ltd.>Mastertronic Ltd.>Adventure\Arcade 2D>1 Player>3.8.png>
Amazing Shrinking Man, The (Europe)>Amazing Shrinking Man, The>1986>ESRB - RP (Rating Pending)>Infogrames>Infogrames>Adventure\Arcade 2D>1 Player>3.3.png>
American Football (Europe)>American Football>1984>ESRB - RP (Rating Pending)>Amsoft>Argus Press Software Ltd.>Sports\American Football>1-2 Players>2.0.png>
American Tag Team Wrestling (Europe)>American Tag Team Wrestling>1992>ESRB - RP (Rating Pending)>Zeppelin Games Ltd.>Zeppelin Games Ltd.>Sports\Wrestling>1-2 Players>3.3.png>
American Turbo King (Europe)>American Turbo King>1989>ESRB - RP (Rating Pending)>Mastertronic Ltd.>Mastertronic Ltd.>Racing\Cars>1 Player>3.3.png>
Amo del Mundo (Spain)>>>>>>>>>
Amsgolf (Europe)>>>>>>>>>
Amsoccer (Europe)>>>>>>>>>
Amstra-Dames (France)>>>>>>>>>
Amstrad Disk 50 (Europe) (Side A)>>>>>>>>>
Amstrad Disk 50 (Europe) (Side B)>>>>>>>>>
Amstrad Shuffle (Europe)>>>>>>>>>
Anarchy (Europe)>Anarchy>1987>ESRB - RP (Rating Pending)>Hewson Consultants Ltd.>Hewson Consultants Ltd.>Arcade\Puzzle>1 Player>4.3.png>
Android 2 (Europe)>>>>>>>>>
Android One - The Reactor Run (Europe)>Android One - The Reactor Run>1985>ESRB - RP (Rating Pending)>Vortex Software Ltd.>Vortex Software Ltd.>Arcade\Shooting>1 Player>3.8.png>
Andy Capp (Europe)>Andy Capp>1987>ESRB - RP (Rating Pending)>Mirrorsoft Ltd.>Blitter Animations>Adventure\Arcade 2D>1 Player>3.8.png>
Angel Nieto Pole 500cc (Spain)>Angel Nieto Pole 500cc>1990>ESRB - RP (Rating Pending)>Opera Soft>Opera Soft>Racing\Motorcycle>1 Player>3.3.png>
Angelique - A Grief Encounter (Europe)>>>>>>>>>
Angleball (Europe)>Angleball>1987>ESRB - RP (Rating Pending)>Mastertronic Ltd.>Mastertronic Ltd.>Sports\Snooker/Pool>1-2 Players>3.3.png>
Animated Strip Poker (Europe)>Animated Strip Poker>1985>ESRB - RP (Rating Pending)>Knightsoft>Knightsoft>Gambling\Cards>1 Player>2.0.png>
Anna (Australia)>>>>>>>>>
Anna Conda (Europe)>>>>>>>>>
Annals Of Rome (Europe)>Annals Of Rome>1986>ESRB - RP (Rating Pending)>P.S.S. Software Ltd.>P.S.S. Software Ltd.>Strategy\War>1 Player>3.8.png>
Answer Back Junior Quiz (Europe) (Disk 1)>Answer Back Junior Quiz (Europe) (Disk 1)>1986>Other - NR (Not Rated)>Kosmos>>Quiz>>>>
Answer Back Junior Quiz (Europe) (Disk 2) (Twentieth Century History 12-Adult)>Answer Back Junior Quiz (Europe) (Disk 2) (Twentieth Century History 12-Adult)>1986>Other - NR (Not Rated)>Kosmos>>Quiz>>>>
Answer Back Junior Quiz (Europe) (Disk 3) (Sports 14-Adult)>Answer Back Junior Quiz (Europe) (Disk 3) (Sports 14-Adult)>1986>Other - NR (Not Rated)>Kosmos>>Quiz>>>>
Answer Back Junior Quiz (Europe) (Disk 4) (Spelling 6-11)>Answer Back Junior Quiz (Europe) (Disk 4) (Spelling 6-11)>1986>Other - NR (Not Rated)>Kosmos>>Quiz>>>>
Answer Back Junior Quiz (Europe) (Disk 5) (Senior General Knowledge 12-Adult)>Answer Back Junior Quiz (Europe) (Disk 5) (Senior General Knowledge 12-Adult)>1986>Other - NR (Not Rated)>Kosmos>>Quiz>>>>
Answer Back Junior Quiz (Europe) (Disk 6) (Natural History 10-Adult)>Answer Back Junior Quiz (Europe) (Disk 6) (Natural History 10-Adult)>1986>Other - NR (Not Rated)>Kosmos>>Quiz>>>>
Answer Back Junior Quiz (Europe) (Disk 7) (Association Football 12-Adult)>Answer Back Junior Quiz (Europe) (Disk 7) (Association Football 12-Adult)>1986>Other - NR (Not Rated)>Kosmos>>Quiz>>>>
Answer Back Junior Quiz (Europe) (Tape 1 Side A)>Answer Back Junior Quiz (Europe) (Tape 1 Side A)>1986>Other - NR (Not Rated)>Kosmos>>Quiz>>>>
Answer Back Junior Quiz (Europe) (Tape 1 Side B)>Answer Back Junior Quiz (Europe) (Tape 1 Side B)>1986>Other - NR (Not Rated)>Kosmos>>Quiz>>>>
Answer Back Junior Quiz (Europe) (Tape 2 Side A) (General Science 14-Adult)>Answer Back Junior Quiz (Europe) (Tape 2 Side A) (General Science 14-Adult)>1986>Other - NR (Not Rated)>Kosmos>>Quiz>>>>
Answer Back Junior Quiz (Europe) (Tape 2 Side B) (General Science 14-Adult)>Answer Back Junior Quiz (Europe) (Tape 2 Side B) (General Science 14-Adult)>1986>Other - NR (Not Rated)>Kosmos>>Quiz>>>>
Ant Attack (Europe) (Unl)>Ant Attack (Europe) (Unl)>2014>Other - NR (Not Rated)>Quicksilva>>Maze>>>>
Antares (Spain)>>>>>>>>>
Apocalypse (France) (Side A)>>>>>>>>>
Apocalypse (France) (Side B)>>>>>>>>>
Apprentice, The (Europe)>>>>>>>>>
Aqua (Europe) (Unl)>Aqua>2007>ESRB - RP (Rating Pending)>CEZ Games Studio>CEZ Games Studio>Arcade\Avoid it>1 Player>4.3.png>
Aquad (France)>Aquad (France)>1985>Other - NR (Not Rated)>Norsoft>>Action>>>>
Aquanaute (France)>>>>>>>>>
Arachnophobia (Europe) (Disk 1)>>>>>>>>>
Arachnophobia (Europe) (Disk 2)>>>>>>>>>
Arc Educational Disc (Europe) (Side A)>>>>>>>>>
Arc Educational Disc (Europe) (Side B)>>>>>>>>>
Arcade Flight Simulator (Europe)>Arcade Flight Simulator>1989>ESRB - RP (Rating Pending)>Codemasters>Amazing Games>Shoot'em Up\Duel>1-2 Players>3.3.png>
Arcade Fruit Machine (Europe)>>>>>>>>>
Arcade Trivia Quiz Simulator (Europe)>Arcade Trivia Quiz Simulator>1989>ESRB - RP (Rating Pending)>Zeppelin Games Ltd.>TAG Computer Games>Brain\Quiz>1-3 Players>3.3.png>
Archers, The (Europe)>>>>>>>>>
Archon (Europe)>>>>>>>>>
Archon II - Adept (Europe)>>>>>>>>>
Arcos (Europe) (Unl)>Arcos (Europe) (Unl)>2013>Other - NR (Not Rated)>Kabuto Factory>>Breakout>>>>
Arctic Fox (Europe)>Arctic Fox>1988>ESRB - RP (Rating Pending)>Electronic Arts>Dynamix Software Developments>Simulation\Tank>1 Player>3.8.png>
Area 51 (Europe) (Unl)>Area 51 (Europe) (Unl)>2006>Other - NR (Not Rated)>Jonathan Cauldwell>>Platform>>>>
Arena (Bug-Byte) (Europe)>>>>>>>>>
Arena (Top Ten) (Europe)>>>>>>>>>
Argo Navis (Europe)>>>>>>>>>
Arkanoid (Europe)>>>>>>>>>
Arkanoid II - Revenge of Doh (Europe)>Arkanoid II - Revenge of Doh>1988>ESRB - RP (Rating Pending)>Imagine Software Ltd.>Taito Corp.>Arcade\Breakout/Pong>1 Player>4.8.png>
Arkanoid III - Doh Strikes Again (Europe) (Unl)>Arkanoid III - Doh Strikes Again (Europe) (Unl)>1988>Other - NR (Not Rated)>John Mug>>Breakout>>>>
Arkanoid III - The Last Chance (Europe) (Unl)>Arkanoid III - The Last Chance (Europe) (Unl)>1993>Other - NR (Not Rated)>Hydris>>Breakout>>>>
Arkanoid IV (Europe) (Unl)>Arkanoid IV (Europe) (Unl)>1988>Other - NR (Not Rated)>John Mug>>Breakout>>>>
Arkanoid V (Europe) (Unl)>Arkanoid V (Europe) (Unl)>1988>Other - NR (Not Rated)>John Mug>>Breakout>>>>
Arkos (Spain)>Arkos>1988>ESRB - RP (Rating Pending)>Zigurat Software S.A.>Arcadia Software>Arcade\Run & Gun>1 Player>3.3.png>
Armageddon Man, The (Europe)>Armageddon Man, The>1987>ESRB - RP (Rating Pending)>Martech Games Ltd.>Martech Games Ltd.>Simulation\Military>1 Player>4.8.png>
Army Moves (Europe)>Army Moves>1986>ESRB - RP (Rating Pending)>Imagine Software Ltd.>Dinamic Software>Arcade\Run & Gun>1 Player>3.3.png>
Arnhem (Europe)>Arnhem>1985>ESRB - RP (Rating Pending)>Cases Computer Simulations Ltd.>Cases Computer Simulations Ltd.>Strategy\War>1-2 Players>3.3.png>
Arnie's America's Cup Challenge (Europe)>Arnie's America's Cup Challenge>1986>ESRB - RP (Rating Pending)>U.S. Gold Ltd.>Armchair Entertainment Pty Ltd.>Simulation\Marine>1-2 Players>3.3.png>
Arnold Goes to Somewhere Else (Europe)>>>>>>>>>
Arquimedes XXI (Europe) (Unl)>Arquimedes XXI>2011>ESRB - RP (Rating Pending)>ESP Soft>Dinamic Software>Adventure\Graphic/Text>1 Player>3.8.png>
Artura (Europe)>Artura>1988>ESRB - RP (Rating Pending)>Gremlin Graphics Software Ltd.>Sentient Software Ltd.>Adventure\Arcade 2D>1 Player>3.3.png>
Asalto (Spain)>>>>>>>>>
Ashkeron (Europe)>>>>>>>>>
Aspar GP Master (Europe)>>>>>>>>>
