01 Car Races>01 Car Races>>Other - NR (Not Rated)
02 Blackjack>02 Blackjack>>Other - NR (Not Rated)
03 Paddle Games>03 Paddle Games>>Other - NR (Not Rated)
04 Tank Battle>04 Tank Battle>>Other - NR (Not Rated)
05 Mathematics I>05 Mathematics I>>Other - NR (Not Rated)
06 Mathematics II>06 Mathematics II>>Other - NR (Not Rated)
07 Air-Sea Battle>07 Air-Sea Battle>>Other - NR (Not Rated)
08 Memory-Flag Capture>08 Memory-Flag Capture>>Other - NR (Not Rated)
09 Intelligence I>09 Intelligence I>>Other - NR (Not Rated)
10 Winter Sports>10 Winter Sports>>Other - NR (Not Rated)
11 Hippodrome>11 Hippodrome>>Other - NR (Not Rated)
12 Hunting>12 Hunting>>Other - NR (Not Rated)
13 Chess>13 Chess>>Other - NR (Not Rated)
14 Motocross>14 Motocross>>Other - NR (Not Rated)
15 Intelligence II>15 Intelligence II>>Other - NR (Not Rated)
16 Intelligence III>16 Intelligence III>>Other - NR (Not Rated)
17 Circus>17 Circus>>Other - NR (Not Rated)
18 Boxing Match>18 Boxing Match>>Other - NR (Not Rated)
19 Outer Space Combat>19 Outer Space Combat>>Other - NR (Not Rated)
20 Melody-Simon PP>20 Melody-Simon PP>>Other - NR (Not Rated)
21 Intelligence IV-Reversi>21 Intelligence IV-Reversi>>Other - NR (Not Rated)
22 Chess II>22 Chess II>>Other - NR (Not Rated)
23 Pinball>23 Pinball>>Other - NR (Not Rated)
24 Soccer>24 Soccer>>Other - NR (Not Rated)
25 Bowling-Ninepins>25 Bowling-Ninepins>>Other - NR (Not Rated)
26 Draughts>26 Draughts>>Other - NR (Not Rated)
27 Golf>27 Golf>>Other - NR (Not Rated)
28 Cockpit>28 Cockpit>>Other - NR (Not Rated)
29 Metropolis-Hangman>29 Metropolis-Hangman>>Other - NR (Not Rated)
30 Solitare>30 Solitare>>Other - NR (Not Rated)
31 Casino>31 Casino>>Other - NR (Not Rated)
32 Invaders>32 Invaders>>Other - NR (Not Rated)
33 Super Invaders>33 Super Invaders>>Other - NR (Not Rated)
36 Backgammon>36 Backgammon>>Other - NR (Not Rated)
37 Monster Man>37 Monster Man>>Other - NR (Not Rated)
38 Hyperspace>38 Hyperspace>>Other - NR (Not Rated)
40 Super-Space>40 Super-Space>>Other - NR (Not Rated)
