Backgammon (USA)>Backgammon (USA)>>Other - NR (Not Rated)
Baseball (USA)>Baseball (USA)>>Other - NR (Not Rated)
Blackjack (USA)>Blackjack (USA)>>Other - NR (Not Rated)
Bowling+Micro Match (USA)>Bowling+Micro Match (USA)>>Other - NR (Not Rated)
Boxing (USA)>Boxing (USA)>>Other - NR (Not Rated)
Brickdown+Shooting Gallery (USA)>Brickdown+Shooting Gallery (USA)>>Other - NR (Not Rated)
Casino (USA)>Casino (USA)>>Other - NR (Not Rated)
Catena (USA)>Catena (USA)>>Other - NR (Not Rated)
Hangman+Tic-Tac-Toe+Doodle (USA)>Hangman+Tic-Tac-Toe+Doodle (USA)>>Other - NR (Not Rated)
Pinball+Dungeon Hunt+Blockout (USA)>Pinball+Dungeon Hunt+Blockout (USA)>>Other - NR (Not Rated)
Rocket Patrol (USA)>Rocket Patrol (USA)>>Other - NR (Not Rated)
Space Destroyers (USA)>Space Destroyers (USA)>>Other - NR (Not Rated)
UFO+Sea Monster+Break it down+Rebuild+Shoot (USA)>UFO+Sea Monster+Break it down+Rebuild+Shoot (USA)>>Other - NR (Not Rated)
