1941j>1941: Counter Attack (Japan)>1990>Other - NR (Not Rated)>Capcom>>Shoot-'Em-Up
1941u>1941: Counter Attack (USA 900227)>1990>Other - NR (Not Rated)>Capcom>>Shoot-'Em-Up
1941>1941: Counter Attack (World 900227)>1990>Other - NR (Not Rated)>Capcom>>Shoot-'Em-Up
1941r1>1941: Counter Attack (World)>1990>Other - NR (Not Rated)>Capcom>>Shoot-'Em-Up
1942b>1942 (First Version)>1984>Other - NR (Not Rated)>Capcom>>Shoot-'Em-Up
pc_1942>1942 (PlayChoice-10)>1987>Other - NR (Not Rated)>Capcom>>Shoot-'Em-Up
1942a>1942 (Revision A)>1984>Other - NR (Not Rated)>Capcom>>Shoot-'Em-Up
1942>1942 (Revision B)>1984>Other - NR (Not Rated)>Capcom>>Shoot-'Em-Up
1942w>1942 (Williams Electronics license)>1985>Other - NR (Not Rated)>Capcom (Williams Electronics license)>>Shoot-'Em-Up
1943kai>1943 Kai: Midway Kaisen (Japan)>1987>Other - NR (Not Rated)>Capcom>>Shoot-'Em-Up
1943ja>1943: Midway Kaisen (Japan)>1987>Other - NR (Not Rated)>Capcom>>Shoot-'Em-Up
1943j>1943: Midway Kaisen (Japan, Rev B)>1987>Other - NR (Not Rated)>Capcom>>Shoot-'Em-Up
1943>1943: The Battle of Midway (Euro)>1987>Other - NR (Not Rated)>Capcom>>Shoot-'Em-Up
1943u>1943: The Battle of Midway (US, Rev C)>1987>Other - NR (Not Rated)>Capcom>>Shoot-'Em-Up
19xxa>19XX: The War Against Destiny (Asia 951207)>1996>Other - NR (Not Rated)>Capcom>>Shoot-'Em-Up
19xxb>19XX: The War Against Destiny (Brazil 951218)>1996>Other - NR (Not Rated)>Capcom>>Shoot-'Em-Up
19xxh>19XX: The War Against Destiny (Hispanic 951218)>1996>Other - NR (Not Rated)>Capcom>>Shoot-'Em-Up
19xxjr2>19XX: The War Against Destiny (Japan 951207)>1996>Other - NR (Not Rated)>Capcom>>Shoot-'Em-Up
19xxjr1>19XX: The War Against Destiny (Japan 951225)>1996>Other - NR (Not Rated)>Capcom>>Shoot-'Em-Up
19xxj>19XX: The War Against Destiny (Japan 960104, yellow case)>1996>Other - NR (Not Rated)>Capcom>>Shoot-'Em-Up
19xx>19XX: The War Against Destiny (USA 951207)>1996>Other - NR (Not Rated)>Capcom>>Shoot-'Em-Up
avspa>Alien vs. Predator (Asia 940520)>1994>Other - NR (Not Rated)>Capcom>>Beat-'Em-Up
avsp>Alien vs. Predator (Euro 940520)>1994>Other - NR (Not Rated)>Capcom>>Beat-'Em-Up
