2D Labyrinth (19xx)>2D Labyrinth (19xx)>>Other - NR (Not Rated)
3D 3D (1981) (DK'Tronics)>3D 3D (1981) (DK'Tronics)>>Other - NR (Not Rated)
3D Defender (19xx) (J.K. Greye Software)>3D Defender (19xx) (J.K. Greye Software)>>Other - NR (Not Rated)
3D Escape (19xx)>3D Escape (19xx)>>Other - NR (Not Rated)
3D Grand Prix (1982) (DK'Tronics)>3D Grand Prix (1982) (DK'Tronics)>>Other - NR (Not Rated)
3D Highway Race (19xx) (Tarusoft) (de)>3D Highway Race (19xx) (Tarusoft) (de)>>Other - NR (Not Rated)
3D Highway Race v1.0 (1983) (Thomas A. Runkler) (de)>3D Highway Race v1.0 (1983) (Thomas A. Runkler) (de)>>Other - NR (Not Rated)
3D Labyrinth (1983) (H. Stamm)>3D Labyrinth (1983) (H. Stamm)>>Other - NR (Not Rated)
3D Labyrinth (19xx) (de)>3D Labyrinth (19xx) (de)>>Other - NR (Not Rated)
3D Maze (19xx)>3D Maze (19xx)>>Other - NR (Not Rated)
3D Monster Labyrinth (19xx) (de)>3D Monster Labyrinth (19xx) (de)>>Other - NR (Not Rated)
3D Monster Maze (19xx) (J.K. Greye Software)>3D Monster Maze (19xx) (J.K. Greye Software)>>Other - NR (Not Rated)
3D Netwerk (19xx)>3D Netwerk (19xx)>>Other - NR (Not Rated)
3D Nought and Crosses (19xx)>3D Nought and Crosses (19xx)>>Other - NR (Not Rated)
3D Oxo (1984) (A.J. Heathcote)>3D Oxo (1984) (A.J. Heathcote)>>Other - NR (Not Rated)
3D Tic-Tac-Toe (19xx)>3D Tic-Tac-Toe (19xx)>>Other - NR (Not Rated)
3D-Mover (19xx)>3D-Mover (19xx)>>Other - NR (Not Rated)
4472 Flying Scotsman (19xx)>4472 Flying Scotsman (19xx)>>Other - NR (Not Rated)
8 Way Scroll (19xx)>8 Way Scroll (19xx)>>Other - NR (Not Rated)
84 Caves, The (19xx)>84 Caves, The (19xx)>>Other - NR (Not Rated)
A Day at the Horseraces v2.0 (19xx)>A Day at the Horseraces v2.0 (19xx)>>Other - NR (Not Rated)
ABC (1982) (R.J. Connolly)>ABC (1982) (R.J. Connolly)>>Other - NR (Not Rated)
Adressverwaltung (19xx) (de)>Adressverwaltung (19xx) (de)>>Other - NR (Not Rated)
